iter	RMSE
456	0.00111831561
457	0.001117448321
458	0.001116582381
459	0.00111571843
460	0.00111453964
461	0.001113677104
462	0.001112816535
463	0.001111957325
464	0.001111129832
465	0.00111027286
466	0.001109417775
467	0.001108563602
468	0.001107710956
469	0.001106859594
470	0.00110600974
471	0.00110516219
472	0.00110431579
473	0.001103471527
474	0.001102628273
475	0.001101813003
476	0.001100971809
477	0.001100132935
478	0.00109929516
479	0.001098152961
480	0.001097315796
481	0.001096480807
482	0.001095646617
483	0.00109481453
484	0.0010939834
485	0.001093182769
486	0.001092354541
487	0.001091527792
488	0.00109070232
489	0.001089879037
490	0.001089056412
491	0.001088234688
492	0.001087414557
493	0.00108659622
494	0.001085778633
495	0.001084963089
496	0.001084148503
497	0.001083335735
498	0.001082228754
499	0.001081417453
500	0.001080606991
501	0.001079798181
502	0.001078990937
503	0.001078184772
504	0.001077379576
505	0.001076576486
506	0.001075773945
507	0.00107497294
508	0.001074173325
509	0.001073375879
510	0.001072579321
511	0.001071784425
512	0.001070990366
513	0.001070198166
514	0.001069407297
515	0.001068617187
516	0.001067828792
517	0.001067041659
518	0.001065968672
519	0.001065182572
520	0.001064397996
521	0.001063614583
522	0.001062832994
523	0.001062052626
524	0.001061273329
525	0.001060495633
526	0.001059719218
527	0.001058943789
528	0.001058169155
529	0.001057396302
530	0.00105662415
531	0.001055852761
532	0.001055083388
533	0.001054315085
534	0.001053576475
535	0.001052810773
536	0.001052046455
537	0.001051283764
538	0.001050242955
539	0.001049481102
540	0.001048720222
541	0.001047960126
542	0.001047201782
543	0.00104644407
544	0.00104568722
545	0.001044932554
546	0.001044178295
547	0.001043425731
548	0.001042674721
549	0.001041924798
550	0.001041175724
551	0.0010404287
552	0.001039724153
553	0.001038978496
554	0.001038234549
555	0.001037491535
556	0.001036749421
557	0.001036009347
558	0.001035269478
559	0.00103453075
560	0.00103352191
561	0.001032784765
562	0.001032048842
563	0.001031313844
564	0.001030580817
565	0.001029848399
566	0.001029116848
567	0.00102838698
568	0.001027658031
569	0.001026929971
570	0.001026203205
571	0.001025477335
572	0.001024753341
573	0.001024030356
574	0.001023308368
575	0.00102258749
576	0.001021868344
577	0.001021149998
578	0.001020432764
579	0.00101945516
580	0.001018739179
581	0.001018024104
582	0.001017309906
583	0.00101659768
584	0.001015885664
585	0.001015174548
586	0.001014464949
587	0.001013756871
588	0.00101304941
589	0.001012342783
590	0.001011638171
591	0.001010934608
592	0.001010231827
593	0.001009530223
594	0.001008828678
595	0.001008127998
596	0.001007429574
597	0.00100673138
598	0.001006033776
599	0.001005337289
600	0.0010046422
601	0.001003694147
602	0.001003000268
603	0.001002308242
604	0.001001615859
605	0.001000925342
606	0.001000235588
607	0.0009995470754
608	0.0009988589681
609	0.0009981721616
610	0.0009974863009
611	0.0009968012456
612	0.0009961168773
613	0.0009954337028
614	0.0009947518057
615	0.000994071126
616	0.0009933920552
617	0.0009927138993
618	0.0009920364356
619	0.0009913597826
620	0.0009906843112
621	0.0009900467528
622	0.000989372729
623	0.0009884534134
624	0.0009877806218
625	0.0009871083835
626	0.0009864373688
627	0.000985767781
628	0.0009850988213
629	0.0009844308842
630	0.0009837645294
631	0.0009830990761
632	0.0009824340196
633	0.0009817698112
634	0.0009811067334
635	0.0009804444814
636	0.0009797831784
637	0.0009791230719
638	0.0009784638037
639	0.0009778058141
640	0.0009771484956
641	0.000976491909
642	0.0009758362756
643	0.0009751813578
644	0.0009745280231
645	0.0009736361295
646	0.0009729835444
647	0.0009723316526
648	0.0009716807437
649	0.0009710307475
650	0.0009703807668
651	0.0009697324096
652	0.0009690850071
653	0.000968438158
654	0.0009677921374
655	0.0009671474695
656	0.0009665035085
657	0.0009658603113
658	0.0009652184357
659	0.0009645777981
660	0.0009639376317
661	0.000963298164
662	0.0009626597022
663	0.0009620218746
664	0.0009613850003
665	0.0009607489358
666	0.0009601141305
667	0.0009594799518
668	0.0009588471744
669	0.0009579823432
670	0.0009573501356
671	0.000956718391
672	0.0009560882816
673	0.0009554593199
674	0.0009548308347
675	0.0009542026648
676	0.0009535754597
677	0.0009529490955
678	0.0009523236435
679	0.0009516989703
680	0.0009510756121
681	0.0009504528529
682	0.0009498309613
683	0.0009492105798
684	0.0009485905689
685	0.0009479709971
686	0.0009473530328
687	0.0009467361979
688	0.0009461190962
689	0.0009455032379
690	0.0009448881642
691	0.0009440497583
692	0.0009434355612
693	0.0009428220679
694	0.0009422099819
695	0.000941598514
696	0.0009409875845
697	0.0009403774531
698	0.0009397686071
699	0.0009391601412
700	0.0009385522608
701	0.0009379457216
702	0.000937339653
703	0.0009367345863
704	0.0009361298289
705	0.0009355259229
706	0.0009349229284
707	0.0009343205683
708	0.0009337190472
709	0.0009331182486
710	0.000932518606
711	0.0009319196501
712	0.0009313220829
713	0.0009307251144
714	0.0009301283716
715	0.0009293147295
716	0.0009287192197
717	0.0009281248052
718	0.0009275301045
719	0.0009269355303
720	0.0009263425442
721	0.0009257503218
722	0.0009251588857
723	0.0009245681172
724	0.0009240115861
725	0.0009234234227
726	0.0009228351344
727	0.0009222482087
728	0.0009216616838
729	0.0009210757025
730	0.0009204902
731	0.0009199060346
732	0.0009193229752
733	0.0009187403882
734	0.0009181578235
735	0.0009175760664
736	0.0009169949194
737	0.0009164145362
738	0.000915835058
739	0.0009152561602
740	0.0009144667889
741	0.0009138892881
742	0.0009133127923
743	0.0009127371355
744	0.0009121619637
745	0.0009115870687
746	0.0009110131339
747	0.0009104405227
748	0.0009098684877
749	0.0009092966637
750	0.0009087251814
751	0.0009081538988
752	0.0009075839654
753	0.0009070147509
754	0.0009064462532
755	0.0009058793135
756	0.0009053126313
757	0.0009047465851
758	0.0009041818862
759	0.0009036176664
760	0.0009030537216
761	0.0009024907221
762	0.0009019284447
763	0.0009013673012
764	0.0009008057667
765	0.0009000396245
766	0.0008994789133
767	0.0008989193658
768	0.0008983604919
769	0.0008978016101
770	0.0008972440497
771	0.0008966880474
772	0.0008961320373
773	0.0008955771802
774	0.0008950226663
775	0.0008944686107
776	0.0008939152959
777	0.0008933623077
778	0.0008928097969
779	0.0008922586697
780	0.0008917078358
781	0.0008911576616
782	0.0008906079907
783	0.0008900592431
784	0.0008895110804
785	0.0008889637734
786	0.0008884172052
787	0.0008878714291
788	0.0008873261892
789	0.0008867822093
790	0.0008860393496
791	0.0008854955229
792	0.0008849517697
793	0.0008844089775
794	0.0008838670708
795	0.0008833260789
796	0.0008827853904
797	0.0008822449451
798	0.0008817051952
799	0.0008811661649
800	0.0008806277542
801	0.000880090135
802	0.0008795533424
803	0.0008790178232
804	0.000878482921
805	0.0008779487764
806	0.0008774148646
807	0.0008768814138
808	0.0008763484297
809	0.0008758164652
810	0.0008752854482
811	0.0008747549569
812	0.0008742245955
813	0.0008736947713
814	0.0008731655392
815	0.0008726368159
816	0.0008719155686
817	0.0008713874721
818	0.0008708599235
819	0.0008703332972
820	0.0008698073999
821	0.0008692826133
822	0.0008687587378
823	0.0008682351893
824	0.0008677117164
825	0.0008671890256
826	0.0008666667842
827	0.0008659023343
828	0.0008653809833
829	0.0008648593524
830	0.0008643385737
831	0.0008638184399
832	0.0008632991085
833	0.0008627802424
834	0.0008622618478
835	0.0008617448912
836	0.0008612282289
837	0.0008607120548
838	0.0008601965703
839	0.0008596822147
840	0.0008591680427
841	0.000858653986
842	0.0008581407247
843	0.0008576283396
844	0.0008571166554
845	0.0008566047157
846	0.0008560937004
847	0.0008555831173
848	0.0008550730481
849	0.0008545635971
850	0.0008540545041
851	0.0008535463708
852	0.00085303893
853	0.0008525321925
854	0.0008520264939
855	0.0008515213497
856	0.0008510165734
857	0.000850511932
858	0.0008500079487
859	0.0008495045984
860	0.0008487618749
861	0.0008482592705
862	0.000847756953
863	0.0008472549599
864	0.0008467532053
865	0.0008462522923
866	0.000845751867
867	0.0008452517978
868	0.0008447523006
869	0.0008442536665
870	0.0008437558544
871	0.0008432585442
872	0.0008427623839
873	0.0008422665729
874	0.0008417711428
875	0.0008412759192
876	0.0008407814589
877	0.0008401939903
878	0.0008397007638
879	0.0008392072982
880	0.0008387147291
881	0.0008382225817
882	0.0008377309319
883	0.0008372398324
884	0.0008367489784
885	0.0008362588495
886	0.0008357695653
887	0.0008352810367
888	0.0008347934211
889	0.0008343062348
890	0.000833819707
891	0.0008333334317
892	0.0008328474155
893	0.0008323623516
894	0.0008317889067
895	0.0008313044097
896	0.0008308205369
897	0.0008301495053
898	0.0008296659639
899	0.0008291828902
900	0.0008287002964
901	0.0008282179866
902	0.0008277363404
903	0.000827255279
904	0.0008267751431
905	0.0008262958443
906	0.0008258173511
907	0.0008253395547
908	0.0008248618215
909	0.0008243843832
910	0.0008239070481
911	0.0008234307976
912	0.0008226963311
913	0.0008222205008
914	0.0008217445401
915	0.0008212694159
916	0.0008207947012
917	0.000820320492
918	0.0008198467467
919	0.0008193733565
920	0.0008189005098
921	0.0008184284778
922	0.0008179577055
923	0.0008174868515
924	0.0008170168224
925	0.0008165473919
926	0.0008160782879
927	0.0008156093544
928	0.000815141009
929	0.0008146734484
930	0.0008139631353
931	0.0008134959303
932	0.0008130289593
933	0.0008125622479
934	0.0008120960871
935	0.0008116303065
936	0.0008111651489
937	0.0008107002632
938	0.0008102359489
939	0.0008097724989
940	0.0008093099971
941	0.0008088481709
942	0.00080838701
943	0.000807925974
944	0.0008074653884
945	0.0008070051056
946	0.000806545002
947	0.0008060859072
948	0.0008056274576
949	0.00080516924
950	0.0008047112794
951	0.0008042538614
952	0.0008037968188
953	0.0008033403899
954	0.0008028842302
955	0.0008024286334
956	0.0008019740648
957	0.0008015199354
958	0.0008010662626
959	0.0008006136555
960	0.000800161278
961	0.000799709312
962	0.0007992575075
963	0.0007988061046
964	0.0007982764092
965	0.0007978261534
966	0.0007973763304
967	0.0007969268021
968	0.0007964777449
969	0.0007960290567
970	0.0007955809069
971	0.000795133057
972	0.0007946858118
973	0.0007942389826
974	0.0007937929088
975	0.0007933472255
976	0.0007929021595
977	0.0007924582489
978	0.0007920144825
979	0.0007915708436
980	0.0007911273381
981	0.0007906845482
982	0.0007900705403
983	0.0007895532626
984	0.0007891114393
985	0.000788669806
986	0.0007882285463
987	0.0007877877876
988	0.0007873474359
989	0.0007869075299
990	0.0007864679332
991	0.0007860288507
992	0.0007855903539
993	0.0007851524724
994	0.0007847149799
995	0.0007842785181
996	0.000783842411
997	0.0007834066824
998	0.0007829709931
999	0.0007825357782
