ride_id,pickup_location,dropoff_location,booking_time,ride_time_minutes,driver_rating,passenger_rating,cancellation_reason,ride_fare,cancellation_status
1da09a85-9a29-4f65-b201-47765b5a4201,North Fernandochester,Lake Glenda,2025-01-13 04:06:39.352639,20,3.9,3.5,,45.49,0
31ca48bd-38fe-4667-81fc-767a9272970c,West Gregg,North Robinmouth,2025-01-25 12:54:32.500535,35,4.8,3.7,Passenger No-show,43.43,1
98c0534a-99b9-4909-b757-dba74e1b239d,Lake Davidchester,Morrisonmouth,2025-01-10 16:38:09.765739,49,3.9,3.4,Passenger No-show,46.01,0
589f8083-27c4-40fc-a609-e9ac56b7d3c2,Mejiaton,West Julieside,2025-01-04 10:44:17.487817,27,3.7,4.9,Changed Plans,49.23,0
ae3c096f-6a14-4434-b7b4-63f95f67ba45,Port Scottside,Port Gregory,2025-01-11 01:30:05.008219,47,4.6,3.7,Changed Plans,32.21,1
ba2a63af-de5f-492e-8184-0f7b1a6aabac,Clarkburgh,Port Andreaville,2025-01-20 23:55:25.440903,19,4.8,3.3,Passenger No-show,17.64,1
4e1057ef-fc10-471e-a2d7-ae3275c410ee,Montoyaberg,New Jack,2025-01-15 20:02:12.354560,46,3.9,3.3,Driver Late,28.95,0
73d6768b-814a-404b-aeb2-097b35d3b5c7,Jasonberg,Tracifort,2025-01-05 22:53:20.914835,52,3.7,5.0,,18.04,0
b977af03-1846-438e-9b70-5d5cb5b8a419,Guerrerostad,Peggyview,2025-01-17 17:18:46.607218,58,3.1,4.0,Changed Plans,5.45,1
9a829a21-4835-4549-b22c-e11f823d13c7,Brownview,Mossshire,2025-01-15 13:48:54.813648,8,4.7,3.6,Driver Late,7.19,0
d1f8baf2-6714-4ccb-bfcf-37a1426d89bc,Petersonville,Taylorbury,2025-01-05 21:20:18.151091,54,4.1,4.7,Driver Late,7.14,1
a860b848-6a89-4a01-9d23-1c4eb0a5487f,Morganton,Sanfordfort,2025-01-19 06:55:34.113081,17,3.8,4.8,Passenger No-show,44.6,0
7e1c915f-ede0-4c0c-bf44-e856ed46df34,South Alanmouth,East Daniellemouth,2025-01-02 01:22:45.154574,15,4.2,4.5,,45.08,0
c12963d2-d4ab-4fd5-948d-ccd21d870547,Danielbury,Williamsborough,2025-01-23 02:35:10.185403,55,4.2,4.0,Passenger No-show,39.38,1
946a32c6-2b17-41df-8bb7-1ae946cb37db,Lake Mark,Reevesside,2025-01-24 06:37:42.104393,13,3.5,4.2,Driver Late,9.65,1
b583c1ad-792b-4f04-82b3-25e38d4d6e4b,Maryshire,Garciamouth,2025-01-29 07:22:29.118434,26,3.4,3.6,Changed Plans,30.96,0
82df1c9d-c30a-498e-a474-39ab48349704,South James,Blakeport,2025-01-20 03:38:02.620518,50,4.2,4.1,Passenger No-show,32.94,0
d4130b55-8c71-458d-8d4a-d1ea53fb3fc0,South Samanthaburgh,Andrewport,2025-01-22 14:58:06.439962,44,4.5,3.9,,28.92,0
35472a23-9508-4860-8592-aa4e99e92227,Smithport,Port Sharonstad,2025-01-23 13:12:26.523109,31,3.4,4.9,Driver Late,25.67,0
a2a88cfc-f2b5-49fa-a42f-efa1509a8f99,Port Joshua,Jacksonview,2025-01-24 18:52:32.169210,20,4.4,4.9,,48.47,1
a5a263b3-05a2-4172-a535-876957c3663e,Elizabethshire,Obrienport,2025-01-07 10:18:08.619812,35,4.2,4.6,Driver Late,47.37,1
e316b7ee-b422-4820-ad72-1dc19920a375,Janetport,Mooremouth,2025-01-01 16:30:45.376471,11,3.7,3.3,,37.63,0
9f47e9f8-f623-4b36-bb51-46daa0b9a527,North Robertton,Kirktown,2025-01-03 05:15:20.853334,52,3.5,4.0,Passenger No-show,14.88,1
5d8aac3d-224c-40fd-805d-ac275220b59b,Huntmouth,Holmesbury,2025-01-03 00:48:56.472605,31,4.9,4.9,Passenger No-show,39.12,1
e57ceca6-0782-4d8b-8987-f4ede74861f7,Macktown,West Joyce,2025-01-20 17:25:36.382880,46,4.2,3.4,Changed Plans,48.54,0
4ca1c716-ddd0-4caf-9080-ce47e75c6761,Julieburgh,Alexandermouth,2025-01-03 11:30:30.514998,52,3.6,3.7,Driver Late,33.97,1
2588e7fd-2e32-4636-8784-783244e3333f,Hawkinsshire,Rebeccamouth,2025-01-22 21:45:46.221194,45,3.0,3.7,Passenger No-show,43.15,1
24194073-375e-4499-973e-83f1734fe1d7,Masonfurt,Lake Chelseafort,2025-01-02 07:50:25.583247,8,3.7,3.2,Driver Late,21.75,0
7a56d8da-f1ca-49e6-ac67-9d25eadac617,West Jeremytown,East Ariel,2025-01-08 13:05:51.979661,28,3.0,4.4,Passenger No-show,19.27,1
c84db5d6-9f9d-4262-ae23-43d7a835d18c,Julieland,West Nicole,2025-01-14 04:36:06.341450,13,3.6,3.4,Passenger No-show,5.98,1
1556c716-578d-4fa5-b8a0-0bdd4b9a4ceb,Lake Cody,Fuentesstad,2025-01-21 15:18:16.793708,17,4.9,3.1,Driver Late,13.6,1
83d59ba9-16df-4868-8dbe-6132d51f02b7,New Kimberly,East Alanburgh,2025-01-05 09:41:21.629848,36,4.4,3.2,Passenger No-show,47.24,0
650146f2-729f-4854-9913-b60253fbec47,Johnville,Lake Kirstenton,2025-01-13 02:35:02.281987,7,3.2,3.8,Changed Plans,10.13,0
0fcd4c46-88bc-4ced-aa33-58c668faadfb,Davischester,Aprilborough,2025-01-03 00:59:47.916962,35,4.4,3.3,Driver Late,8.86,0
b14e4442-475c-464d-9a4d-c7f9f921c11a,Scotttown,Melissaton,2025-01-29 08:10:53.600581,57,3.3,4.9,Driver Late,16.15,1
466c95cf-3688-49e1-b252-917d0c5ecec5,West Andrewburgh,Nortonborough,2025-01-29 01:37:33.675160,42,4.5,3.9,Passenger No-show,13.51,1
7fdca130-0d00-4a26-acc7-53b3c0dbc756,Patriciaborough,Elizabethfort,2025-01-20 21:01:40.788337,10,3.9,4.0,Passenger No-show,30.66,0
436f46d9-9f68-4fc7-a449-97f76fcdbb03,South Stacey,Port Robertbury,2025-01-23 12:23:07.425880,22,5.0,4.1,Passenger No-show,12.97,0
fe36b3a9-b527-43f2-af94-4ee38af73cc4,Hicksport,Port Johnfort,2025-01-30 04:39:47.204458,20,4.6,4.7,Passenger No-show,15.72,0
75cac829-55f7-4095-abf4-7befc20f519e,Georgemouth,Rodrigueztown,2025-01-11 11:07:56.434988,59,4.6,3.9,,21.4,0
11035763-29e4-44ea-9df6-328dda539c8f,South John,West Michael,2025-01-22 01:44:05.563842,31,4.7,3.8,,7.82,0
63290d90-f020-4a59-b881-37d37313fc94,Lake Allison,Kyleview,2025-01-18 14:50:02.834636,19,4.1,3.9,Driver Late,30.21,0
dbc8ec70-961f-4567-b704-ca0c582b40e6,Gonzalezside,Paulastad,2025-01-09 18:43:00.455265,40,4.7,3.1,Passenger No-show,42.1,1
a28ca91d-becc-4504-aa79-b72375617c65,Teresaberg,Port Alexandrashire,2025-01-14 00:15:57.072173,53,4.5,4.4,Driver Late,49.92,1
c5aaee87-b234-4726-b96b-10bc22c37a48,West Nicolas,West Darlenestad,2025-01-26 05:46:08.075294,49,3.9,3.0,Passenger No-show,39.84,0
28ce5f49-1145-4a9c-8c49-adcb6da5a020,Poolemouth,Port Susanmouth,2025-01-04 13:50:26.668738,43,4.4,3.4,,22.78,1
ace1b64d-3242-4988-b772-a2d0119ea15a,Haleland,Port Kimberly,2025-01-17 08:22:43.227660,14,4.5,3.4,Changed Plans,20.19,0
a4af23d3-752c-4f31-ae8c-c5876f60715e,Abigailport,West Kaylee,2025-01-09 14:53:01.588569,44,4.5,3.3,Changed Plans,5.06,1
29f4de2d-8f81-4871-9e14-c17ea95a2133,New Andrew,Lake Shane,2025-01-16 21:32:43.877405,44,4.4,4.0,Passenger No-show,36.21,0
859728c6-542f-4d70-b09b-609887bf0656,Espinozaburgh,Shortstad,2025-01-24 00:58:07.032832,21,3.8,3.6,Driver Late,21.86,0
ec17b140-6cac-4b81-8fe2-2056c3ffafd0,Collinsburgh,Sarahstad,2025-01-02 19:15:10.435207,42,4.5,3.5,,39.19,1
74282343-a610-4985-b6f6-70b4e33da65c,North Kaylafurt,New Samuel,2025-01-28 03:53:22.192861,42,4.0,4.3,Driver Late,24.25,0
5a5568a6-3f4c-487a-9ad5-0afb1135bd4f,Smithville,Noahfort,2025-01-12 20:38:11.674114,45,4.5,3.2,Changed Plans,11.26,0
00eae477-0349-4a69-a90b-8a8b9b36a012,Loriburgh,South Patrickport,2025-01-29 01:12:19.319319,14,3.1,4.3,,44.43,0
ee876552-871c-414e-a161-3b9e1635a68a,Hoodchester,Griffinside,2025-01-16 15:33:07.961143,7,3.9,5.0,Driver Late,13.9,0
09000e57-4447-4940-b7a2-0ead9219031c,Floresbury,Castillomouth,2025-01-04 14:01:59.841993,10,4.3,3.7,Driver Late,37.36,1
266e340b-297f-487b-a5d9-d46e1b60a5f1,Johnsonbury,Jonathonfort,2025-01-05 19:10:53.454127,30,3.2,3.5,Driver Late,45.59,0
ae05efe3-0031-4ff5-b9f1-500f3a8140b9,Huffmanland,Port Ronald,2025-01-11 21:44:23.137631,50,3.5,4.9,,11.23,1
7c71a60f-d5c9-481a-b9ed-363dac57faaf,Petersonshire,Figueroabury,2025-01-15 05:23:56.744717,32,4.7,3.6,Driver Late,19.02,0
9fbe347e-db9e-4deb-9bb9-26a36c3ef632,Kathleenchester,New Keith,2025-01-30 07:03:41.300577,24,4.9,4.5,Driver Late,34.9,0
942c52ef-a5a0-4281-9896-b18fb285d9da,Michaelside,Shelbyfort,2025-01-19 05:27:55.564702,5,3.4,3.6,Driver Late,29.87,0
91993170-4798-4c63-8e93-5611a959a97b,Lake Jamesville,Fosterhaven,2025-01-04 00:15:43.112472,42,3.6,4.5,Passenger No-show,44.97,1
bd233cca-24ac-4a6c-85f6-04b14492d001,Larrystad,West Bethany,2025-01-10 16:16:36.995843,56,3.8,4.7,,38.33,1
27df7a3e-e4ad-4d86-9477-6be55b370092,East Stephenshire,Christopherport,2025-01-27 03:24:03.307168,51,4.7,3.5,Driver Late,27.17,1
cf46e697-c2fd-4a0d-a984-7fe55dc83ec6,Lake Aaronmouth,South Brandon,2025-01-18 14:43:44.739355,54,3.1,3.3,Driver Late,49.93,0
70cb108d-d3ec-4199-9246-129400d505a7,Bennettborough,Amandaville,2025-01-21 16:40:58.642424,15,3.6,3.4,,10.37,1
613c0fe6-3817-4f13-941b-870d965d1a9f,Harristown,Alexandraport,2025-01-04 08:29:02.583313,16,4.4,3.6,Changed Plans,25.47,0
79b7a12f-b67c-4f67-94c0-f24a1d5281b1,North Mark,West Meganshire,2025-01-24 01:01:10.083348,37,3.6,4.4,,43.21,0
5eb31ae3-21fe-4a4b-9413-d40dfd03ecee,Jamesland,Lunafurt,2025-01-28 14:20:56.250322,29,3.9,3.6,Passenger No-show,17.83,0
bbe3b4b5-7c4f-45f1-89d6-96408a04d43d,West Michelleton,Hallberg,2025-01-17 03:34:29.412967,16,3.8,4.3,Changed Plans,31.83,1
5e5b0200-2558-42af-bdb7-094cacd46b76,New Stacyville,North Manuelbury,2025-01-06 06:51:05.884910,30,3.8,3.8,Changed Plans,36.16,1
79c2aeb7-186b-43e2-810f-e716ffe7afe3,West Williamside,Amandastad,2025-01-08 22:53:52.377636,13,4.1,3.7,Passenger No-show,22.94,0
8e96f5da-d8cc-4776-99a1-dba0be018933,Port Richard,Lake Anne,2025-01-12 07:54:48.279685,22,4.4,3.2,,17.67,1
8d9a4ef7-73aa-4e87-ac19-47a279b7e59f,Blevinsville,East Anthonybury,2025-01-27 10:40:07.860723,48,3.7,4.8,,6.29,1
e29c72b1-9b0e-4a8c-96e7-7d4f856bec29,South Christopher,West Jasmine,2025-01-29 20:57:15.558603,27,4.6,3.3,Driver Late,27.49,0
4052a922-3463-4a1e-ac87-1c9ce240dfcd,Lake Jose,New Ashleybury,2025-01-18 17:46:44.557126,52,4.6,4.7,Changed Plans,33.68,1
ae9b31b8-00f3-4f9c-846b-10772946cb55,Andrewstown,Port Michelle,2025-01-17 03:41:51.954908,41,3.9,3.0,Driver Late,25.65,0
561a45f0-8b43-4ccc-80b1-107aa4d2c3cf,West Benjaminshire,Cindymouth,2025-01-26 21:37:49.870659,18,4.0,4.3,Driver Late,46.09,0
82ffd457-4d59-46a2-883b-1d9123f352c1,Erinside,South Annetteshire,2025-01-01 07:36:44.109966,37,4.9,3.5,,47.7,1
8b94ffed-fe34-4b41-bf3d-409ec715001a,Andersonside,Port Brentborough,2025-01-09 08:07:57.836450,40,4.8,3.5,Driver Late,28.67,1
ba06617c-0b47-4f8a-9a6b-a1f4798b1948,Michaelberg,North Daleport,2025-01-27 23:31:12.393646,8,4.1,3.4,Passenger No-show,17.4,0
5ac788f8-ec13-4352-aea7-a319b80f8d00,Melvinborough,Kathleenburgh,2025-01-14 21:04:05.692358,11,4.4,3.6,Passenger No-show,15.41,0
fa5b5a22-6fa7-402e-a5a2-3c79dfe99c08,Williamsonfurt,Port Rebecca,2025-01-15 21:22:29.436578,39,4.3,4.0,,8.54,1
143caf46-843e-493d-a78e-9eeee2d23120,Barbaraside,West Ryanborough,2025-01-18 19:08:20.750180,10,3.6,3.6,Passenger No-show,26.58,0
a5184322-9d34-406d-b9fc-526709e8a83c,Danafort,Saraview,2025-01-02 07:52:45.936783,49,3.3,4.4,Changed Plans,45.21,0
dd31a003-f426-4f14-8255-a44cdfa99a75,Nicoleside,Perezshire,2025-01-21 09:00:32.121150,36,4.2,4.0,Passenger No-show,6.04,0
1e412846-7988-4eb7-afe1-ba1b1e197e64,Medinaside,East Jasmine,2025-01-14 03:53:27.216993,33,4.7,3.2,Changed Plans,14.85,1
bab73434-9df1-467d-a442-0c473ff3aab2,Lake Amberland,West Johnburgh,2025-01-07 10:03:29.525351,41,3.4,4.6,Passenger No-show,9.1,1
f0a875ad-18ae-4308-ad57-5a47633d7966,North Dwaynefort,Mendezborough,2025-01-20 01:10:02.343886,17,4.2,4.9,,26.77,0
189f4240-f182-4b44-baee-a7a666eba5da,Beckerhaven,Davidbury,2025-01-18 11:28:29.431513,42,4.6,3.7,Passenger No-show,49.42,0
858b472d-2c56-4328-a847-9e0a40e83d56,Scottshire,West Ashleyville,2025-01-21 14:01:51.384071,42,3.6,3.8,Passenger No-show,34.42,1
1838f39c-98da-48c7-b446-cdf92e7d184e,North Angelaland,Kevinberg,2025-01-10 20:21:28.112969,29,4.3,3.0,Passenger No-show,27.54,0
861f1e18-d364-4a74-8361-bb74c0d354d8,Ericksonborough,New Nicoletown,2025-01-28 11:45:59.036347,35,4.1,3.6,Driver Late,35.37,0
7f73451c-669b-404c-a0c0-994e3c20a5ba,Lake Davidmouth,Scottmouth,2025-01-09 21:10:46.659596,42,3.4,4.6,Passenger No-show,33.82,0
3af05631-be60-4776-936f-6373db088b99,Clarkbury,Lake Gloria,2025-01-13 22:11:12.937426,5,4.7,4.1,Passenger No-show,32.89,0
f0fca573-00cd-4752-9ae8-850aac2ba5b7,North Kurtfort,Jacksonfort,2025-01-21 12:04:00.559282,29,4.0,3.2,,32.09,0
73bb0372-0d4c-4299-aaff-160d6e9f8fdf,West Anthonystad,East Michaelchester,2025-01-03 14:57:42.238171,33,3.9,4.1,Driver Late,23.79,0
21986389-bce6-400d-8ccf-6e0936ea28b0,Leeshire,Adamchester,2025-01-14 02:58:03.450634,51,3.3,3.5,Changed Plans,21.07,1
b36a77e0-c650-4168-85ec-230efb949ca6,Foxmouth,Carmenmouth,2025-01-07 16:16:58.289211,57,3.2,4.8,,14.94,1
169e9cf9-fa6e-4f45-86a1-f55f40e303c3,East Justinborough,Greenfort,2025-01-08 06:41:07.559755,19,3.2,4.5,Passenger No-show,47.1,1
c07043f8-825b-4207-bf47-55417083aea3,Hodgeville,Thomasmouth,2025-01-20 10:02:47.387865,9,3.9,4.0,,7.06,1
48161fa0-9978-44e6-b32b-2c302386401e,Port Christybury,Port Kathleenfurt,2025-01-24 08:41:07.229607,23,4.7,3.5,,47.35,1
91ee9a53-8c6f-402f-bfb8-8e17018e8ac8,Leonardville,Charleshaven,2025-01-03 03:11:16.531940,40,3.9,4.1,Passenger No-show,35.82,0
afc0ba91-e6b6-4638-a9f2-790e2f4d0e9f,Laurachester,Edgarberg,2025-01-25 11:33:59.899775,31,4.9,4.6,Passenger No-show,16.77,0
5e8e1198-4f44-412d-93b6-23a16077f02a,West Traciehaven,Port Brooke,2025-01-16 07:43:36.660011,5,4.3,3.9,,8.63,0
f72bedeb-2b29-4f02-85c9-2a77158ce69a,South Ericport,West Brianshire,2025-01-04 13:51:49.163005,31,3.8,4.3,Passenger No-show,13.31,0
42140306-d3c0-4aa9-9e86-11db725ff4c9,Kylemouth,Brendaburgh,2025-01-18 15:29:30.841210,28,3.6,3.2,,8.11,0
db4735fd-1ca5-4c5b-b76b-b65b8cbeffb1,Lake Richardmouth,Riveraport,2025-01-27 19:39:19.807721,20,4.1,4.7,Changed Plans,44.91,0
e47f840c-be02-4306-be30-58cd62ab2f6a,West Devon,Isaacville,2025-01-14 15:44:29.957222,57,3.7,4.4,Driver Late,38.72,1
aaae69e5-b3b0-42ab-89ef-3eae98aa6726,Colemanville,Josephberg,2025-01-14 06:00:54.801118,43,4.7,4.4,Passenger No-show,8.18,1
477d0900-9db1-4062-8d79-0331f9a33f3e,Longport,Wisemouth,2025-01-19 08:09:26.260818,38,3.7,3.8,Passenger No-show,18.47,1
7e0097eb-dee7-47e4-a486-ced166fd5a1e,Christophertown,New Douglas,2025-01-17 01:33:29.603417,56,5.0,4.8,Changed Plans,44.21,0
a097acd0-7e51-44a2-a2c3-c9983ea08c33,Petersonview,Hendersonstad,2025-01-29 04:19:07.461252,45,4.3,4.0,,35.4,0
2f90a1e2-576a-4f4f-9de5-7dca1d904105,Mccoymouth,South Amy,2025-01-23 06:24:46.816981,54,4.1,3.8,,43.36,1
18c5431f-16bc-498f-8d71-cf9fac89047a,Tylerview,Port Tonya,2025-01-28 15:28:02.585039,45,4.7,4.5,Passenger No-show,45.62,1
68e6b221-a29b-4afa-b809-9c09bf90a479,West Tonyaview,East Elizabethport,2025-01-08 18:21:14.032260,24,4.7,4.7,Changed Plans,26.73,0
6c43d982-c6b4-40b3-af36-9485b3af27d4,North Heather,Lake Elaine,2025-01-17 16:36:34.016662,57,4.9,3.4,Passenger No-show,26.2,1
80b5dee1-5d0d-40e9-b86a-4be46e473aca,Norrisberg,Johnathanshire,2025-01-29 06:13:24.173366,21,4.7,4.2,,21.0,0
3656c47a-681f-4470-b73b-42f881f51f6c,Lake Taylor,North David,2025-01-28 07:34:21.462516,42,4.5,3.3,Changed Plans,43.4,0
d8f28035-4919-42e8-9361-72a900f5a7c0,Chandlerbury,Cesarmouth,2025-01-11 12:52:22.998571,6,4.6,4.1,Passenger No-show,8.95,0
7c6f4d11-5533-4106-ae0f-dfff3cfdec04,Hornmouth,North Jennamouth,2025-01-17 03:36:05.661454,36,4.7,5.0,Changed Plans,20.67,0
