Ride_ID,Driver_ID,Customer_ID,Pickup_Location,Dropoff_Location,Ride_Start_Time,Ride_End_Time,Cancellation_Status,Cancellation_Reason,Ride_Fare
5c586781-19ce-4678-b110-53bc0795c3fb,bf6da240-39b9-4bae-b45f-c4aa56e7347f,645468a0-1247-4d1d-9322-e12c24ff3545,Jonstad,Emilymouth,2025-01-01 10:15:00,2025-01-01 10:15:00,Cancelled,Customer no-show,57.56
e77cc5bb-9938-4ad2-b076-928006a383a6,d7b96158-9cab-4a0b-8687-1b87ae86042e,b46ad0b1-81f2-4b4a-94cd-0213014953bf,New Charles,North Pamelaville,2025-01-01 08:34:41,2025-01-01 08:34:41,Completed,Traffic conditions,88.43
25ee9e40-de5f-4e27-9699-a5f68873f563,d497a4ba-0db1-4885-bda8-c8df8fd8bd31,8fa477e8-9ce9-47ab-980e-ec0cc3ebc90e,West Patricktown,Wellsside,2025-01-01 02:29:27,2025-01-01 04:13:48,Completed,Traffic conditions,7.03
5cc58559-c17c-46f5-817d-29aebae13b14,0cc788ba-9c85-48a9-acc9-2f8f8f4dc938,b1296432-6488-4962-a4bf-77d69e943996,Peggyland,Port Alexanderberg,2025-01-01 06:49:58,2025-01-01 09:34:46,Completed,Other,10.53
6d480b5f-658e-4a4f-a368-21460bbc9f9f,db24f945-aae6-459e-95f7-6fe80d5bf5f4,88175c72-1c5c-4f73-ab50-ae2260cb5c93,Lawrenceview,Hodgeschester,2025-01-01 11:55:50,2025-01-01 11:55:50,Cancelled,Driver requested offline trip,9.94
9161d224-3e46-413e-ab17-e14eaa2081c7,2800a26f-b92b-4362-9106-a21f0f6339ff,52066a6e-8eed-46a7-b203-9acdc4abdf1f,West Travis,West Michellefort,2025-01-01 02:19:37,2025-01-01 02:19:37,Completed,Driver requested offline trip,39.42
63b2b6b8-1100-4647-ae60-f1f0d59e6c51,51ab237e-51a1-4de6-ae1a-cc214a82a2c8,12c8769b-ea89-4961-8770-da8aaa95ae4d,North Melissa,West Brookeview,2025-01-01 10:29:10,2025-01-01 11:23:25,Completed,Driver requested offline trip,52.41
74d6c79b-8119-49e3-83e4-2198912e7ef9,81d59b55-e9a8-410e-9534-871b91f1dd85,62886a83-c00b-4d64-b478-5cd75dd70b9f,Waltonside,New Kenneth,2025-01-01 04:08:17,2025-01-01 05:31:15,Completed,,91.54
7c6f5908-336c-4343-8b3b-e275fa0eb2de,d6954be1-22fc-4a65-ac6f-d515305dc2b1,0c0fc4f8-256b-4209-b9b0-17a9037049c2,Fernandezmouth,Crawfordtown,2025-01-01 11:29:59,2025-01-01 11:29:59,Completed,Traffic conditions,28.63
ee92ecb7-7048-4e01-a0fe-297950bbbe2c,54ad586a-df15-4346-b6c0-7e09cb5a56b3,e8e273af-39a5-4e46-900d-fe5b65c6c160,New Stephen,West Kelly,2025-01-01 08:25:56,2025-01-01 10:02:55,Cancelled,Other,70.64
4fc2d24b-646b-4fae-b6d2-8512fe857d14,585cfa4b-e4a5-48d7-82e7-814a72229af5,b0c0a62b-4d22-46b6-afca-387e77ec4599,East Michaelborough,North Brentchester,2025-01-01 04:05:00,2025-01-01 04:05:00,Completed,,52.91
ec40d5c8-10c3-4087-b021-9af16dcb75ff,9258c5c6-0f5d-45b2-b91b-ac5e07e40eeb,dcb8cbcb-a2af-4dc9-9baf-4059fa0db465,Millerhaven,Lake Natalie,2025-01-01 05:55:40,2025-01-01 08:13:59,Cancelled,,10.59
ee5184aa-e859-4bcc-a7b9-6a9bce70ac54,bf112826-62a5-4ef7-a5bd-553ca1084648,7cc08bfa-259b-49ff-8af3-72ef38de5ebf,Port Scottfort,Donaldmouth,2025-01-01 01:31:45,2025-01-01 12:08:20,Completed,Driver requested offline trip,27.98
d9d7b54b-35cc-4832-af2b-4f6760d76a62,ebcd66c0-b2b0-4784-ab1a-5c1579bfe07f,a2f4cc08-c665-43f2-8187-163fbe8ec273,Lake Tara,Andrewtown,2025-01-01 07:28:46,2025-01-01 09:20:29,Completed,Customer no-show,77.92
274c08c3-7c3d-4ae7-b06e-733a8d4e0401,cf4f1d63-0add-4780-a2f8-7955a29fa0a2,b2caf8e8-47ac-4ed7-aa03-814c825917eb,Lake Ashlee,Katherinestad,2025-01-01 07:08:01,2025-01-01 10:39:55,Completed,Customer no-show,10.48
dd43987f-1197-4c44-aa41-b39bd10be817,84ac395c-53a1-4c0c-a19c-287723e7aaec,2a2a120a-5a12-41d6-8f00-897c513c5a9e,New Henrymouth,Hineston,2025-01-01 12:20:32,2025-01-01 12:20:32,Completed,Driver requested offline trip,22.83
947cb5a6-958a-4580-80ab-b500295b914e,252e8838-8fcf-410c-9401-a29c662f763e,f83e1716-54a9-4204-a49c-c3c5191ef6d8,East Robertport,South Stacy,2025-01-01 01:01:57,2025-01-01 03:21:25,Cancelled,Customer no-show,73.53
792af8a2-83e6-4f0f-be13-d2d53c2476aa,cdd4902b-b09c-4f8c-9b4f-91fc561d4a20,da224b0c-be97-4e48-a8f2-b3df1632e3c8,West Samuel,South Samantha,2025-01-01 10:11:50,2025-01-01 10:11:50,Completed,,97.4
4ed6137f-ea11-47ca-a7a8-d8228f2e2605,cc37b849-a2fd-42c9-ba07-46df9cf9c69a,8f84e7ca-b7fb-4d73-bc43-ef5e2228c5b8,West Jamesview,Paulchester,2025-01-01 12:43:33,2025-01-01 12:43:33,Completed,Driver requested offline trip,64.85
ad8a6cec-a5dd-4f6e-bc4c-38eb93928dda,e23a3e30-9491-4f26-b220-e8befe0c7f0b,cbc52585-8d71-4490-9dd7-9c92495f40f4,South Danny,Kevinside,2025-01-01 08:53:44,2025-01-01 08:53:44,Completed,Traffic conditions,59.16
bca89b8c-1eec-4c79-9a45-cf79798cea5e,67a9a9c1-1316-4254-822d-4fcd2d60e607,1cc06982-9b83-468f-bb98-286e5bcb1403,North Matthew,Harrellland,2025-01-01 10:42:26,2025-01-01 10:42:26,Completed,Driver requested offline trip,5.41
182bdade-45c9-469e-a5c0-e3db80a99a71,03ab430b-8b46-45a8-9584-b6084939248b,c74a6b88-ae17-4241-b8a6-1e38c8590f4b,West Carol,Perezborough,2025-01-01 04:08:10,2025-01-01 12:40:59,Completed,Traffic conditions,18.95
028f2236-d6a8-49f4-8c81-e63a7249bdbb,57c3759b-9e9f-4108-b835-fc3780a0e898,fc117d46-a2a5-4b89-8ee0-e06f99861a0a,New Michelle,West Andreafort,2025-01-01 05:14:32,2025-01-01 05:35:23,Cancelled,Other,11.01
1b4f199f-a5ec-4658-b4cd-73c062e99015,3252ff69-774f-4bef-b2be-5fd6917bf781,7a225e25-4b9a-41bf-b098-665bc0e926d5,Lake Gregoryville,North Davidfurt,2025-01-01 10:47:09,2025-01-01 10:47:09,Completed,,77.34
4e43a96a-7f9b-4208-b53f-cf51da2bcb3a,23f6b6c1-856e-42ba-8d2c-5deefc8186ff,59a93309-2c4b-4941-9614-d82efdb1fe49,Matthewmouth,Kristaburgh,2025-01-01 03:35:55,2025-01-01 03:35:55,Completed,Driver requested offline trip,54.18
810fdc3b-c441-44e0-8609-d4d608da6854,2ef93a95-56ed-4abd-94c4-066fcfd5f69a,341b5466-78ef-4769-b7ca-d3afe3fc1ffd,Amandashire,Port Sharonside,2025-01-01 12:16:57,2025-01-01 12:16:57,Completed,,94.47
ee37aa32-c3de-4ae1-8e5b-e04fe878b3b0,fc0ceebc-f8bd-4c44-ab33-bbf6fb8832e1,93118644-45ac-4340-919f-6cf9bdd422c7,Lake Alice,South Juan,2025-01-01 09:35:31,2025-01-01 09:35:31,Completed,Customer no-show,38.05
987af123-d5a9-4547-b0e3-48bc363e5f8e,f3c77440-a6fb-4cc1-9c26-6f2a3f6c0620,298da16d-cb97-4898-add5-c832fec0c090,Brownmouth,New Jason,2025-01-01 11:07:59,2025-01-01 11:07:59,Completed,Customer no-show,60.27
7c7a0337-01b6-492d-a8e5-eb79545fd317,a43c45f6-dc4b-4873-a426-1ed1d72344e0,3b97a5c4-4059-4a5e-b123-6ec568bcfd14,Montesville,Clarkshire,2025-01-01 05:33:10,2025-01-01 10:14:40,Completed,Customer no-show,46.18
42360d3a-f680-43e6-bd26-fd02a4a2555d,f55a0a68-df5f-4d33-9b85-bdf7107aa57d,ffb077ba-9ff7-4b39-90db-fa7f8a00afd8,Michaeltown,East Kimberly,2025-01-01 06:29:23,2025-01-01 06:29:23,Completed,,34.11
4fe89c67-df2a-46cb-b0fd-373e639a7747,69c4c05c-e2ea-4c9c-b7d6-0ba031d961e3,4a30112f-4b1c-4478-9c89-6eff1f4436ea,Teresaville,Lake Daleport,2025-01-01 07:16:35,2025-01-01 07:16:35,Cancelled,Customer no-show,86.91
3b80b9e1-553e-4451-8819-0e90eb141555,5bb93373-ab6c-4b80-bd0b-1019d57ea8af,58fee0f9-d4c4-47c4-9e0f-9bc2646fd0e4,West Toni,Lake Michelleborough,2025-01-01 08:36:48,2025-01-01 08:36:48,Cancelled,,90.99
13cc3713-bd53-4040-b252-c30f7964834a,9ea244ca-6b68-4bcd-b0b8-11c3c7b96e14,d7d04bb8-8e11-4fd5-b056-e387f8cfb12f,Justinshire,Harristown,2025-01-01 11:43:25,2025-01-01 11:43:25,Completed,Traffic conditions,64.37
c00b460b-f787-4d8a-ab0e-7a8ed23bda0e,e76567ba-89f7-4f64-acaf-2142f7af82b9,cca6c7d0-1a25-40bf-a98b-c1a36f241e72,East Jeremy,Brownton,2025-01-01 05:33:09,2025-01-01 05:33:09,Cancelled,Other,89.32
5ee48ae3-0269-49b4-babf-a6bca9cc039a,63bafe92-2b85-4b9e-bb3a-aa512f55afe0,6ced56c6-d2c8-40e4-929b-18685147387d,North Vanessa,North Williammouth,2025-01-01 10:34:58,2025-01-01 12:41:00,Completed,Other,33.98
29812cfe-6c7f-4686-a2be-1594f8f913ff,ad83bf9f-2ba4-4e88-bd79-cc1c3e6bf630,b9d9d7cb-8d61-4a21-9a36-3f783c5dd998,Port Keithland,Lake Savannahberg,2025-01-01 12:55:52,2025-01-01 12:55:52,Completed,Customer no-show,25.13
cecda548-23d8-4ec0-afbc-ed706a18054e,2830e1de-d553-4b88-b8ba-b5e8ab306e05,ee970372-5ec8-401d-a1a8-0686bf1fae70,Samanthaland,Philipland,2025-01-01 09:17:10,2025-01-01 09:17:10,Completed,Driver requested offline trip,36.86
e1b8d87f-ad59-46f9-bf59-98cce82ca15c,fd56dfa2-6bd2-4edf-9fe9-47c7aa791b65,6cf9b650-47d7-491b-b0d1-59f15430ea2c,Lake Joshuachester,Port Ryan,2025-01-01 05:46:46,2025-01-01 06:20:07,Completed,Driver requested offline trip,55.91
5c68be8b-7a31-40f4-abc9-174834de1226,0226854d-c07b-4fa0-8e0d-53e816cc876c,866f401a-064c-472b-a4f1-6bb6c1bb3ec4,Garrettview,Poolebury,2025-01-01 05:26:18,2025-01-01 10:18:56,Completed,Traffic conditions,57.95
5064aee6-47a3-4a65-b976-8948809f252b,feabb391-67a9-493b-96d0-e3e28b284fac,12c3699e-b4e6-4439-9917-21e84f303e27,Padillaborough,Pacemouth,2025-01-01 11:09:48,2025-01-01 11:09:48,Completed,Traffic conditions,41.38
b8ce17aa-a88c-418b-ae4a-f9c92afd9420,58f75530-17df-4ddb-8cc9-b8ae95258203,be4233f8-64e6-4b95-bd03-c5747852af35,East Jillmouth,Garzamouth,2025-01-01 03:12:05,2025-01-01 08:30:20,Cancelled,Traffic conditions,67.61
42f91237-2e48-4b40-b4f7-c970e5378de2,8028beaf-b08a-4f16-b6bd-d483fc440938,57a0f501-4600-4143-91f8-9572c086bf93,Thompsonborough,East Ryan,2025-01-01 07:50:04,2025-01-01 07:50:04,Completed,Customer no-show,91.63
2655a3d5-0c4a-4512-98f7-a860d641acd1,161c3244-1c4a-4788-8e16-313984cd017b,b49a5850-8e80-4fee-8196-5f9905dcdcfc,Davidport,Lake Cynthia,2025-01-01 09:43:31,2025-01-01 12:16:04,Cancelled,Customer no-show,62.86
12aec89a-a1fb-40fc-adf9-57c345472e07,0ff6e4cb-bef6-490a-9ebf-c6d7971daecb,55b56896-0fb8-46e2-97d6-803613a747de,North Josephmouth,South Matthewville,2025-01-01 01:02:44,2025-01-01 12:55:21,Completed,Driver requested offline trip,36.55
2504e8ac-a02c-422e-9e95-eb38febcacb1,07a7232f-a44e-440d-ab11-f2a6212a7be2,d869e530-480b-4d30-b9e9-94fe5a1100fc,Figueroashire,Lake Samanthaport,2025-01-01 02:28:01,2025-01-01 05:05:24,Completed,Driver requested offline trip,26.01
5de6164b-2665-41d2-9933-60978279b4f9,d7f446e9-5051-43d1-87d0-06c86296178d,11025a19-baa6-4b8b-b6d0-ae00fabe3efb,Herrerafurt,Lake Anthonychester,2025-01-01 09:48:48,2025-01-01 09:48:48,Completed,Other,52.75
4d9ab361-b450-46a8-bce2-3e4fa79dc7b0,8e2cae0f-0c83-4c53-8c63-e918a3cf8ee0,7214475e-5cae-49e1-a0cb-55bd5b2dd347,South Victor,Pageport,2025-01-01 09:10:51,2025-01-01 09:10:51,Completed,Customer no-show,10.12
7a38380e-894c-4b11-9900-e263128d1518,29aff348-e635-4664-ba23-4c0f6ceb1f86,756ba51f-d8e4-4518-8f05-b99647e49a36,Lake Mindyshire,New Thomas,2025-01-01 07:40:01,2025-01-01 12:10:14,Cancelled,,44.26
c2ca1209-4b4f-4387-9ab1-b5dac0b5ee17,01523868-be49-4697-b1f4-e392ae997080,38db6955-a717-4541-a5b2-376fcc28911f,Williamview,Port Sandraville,2025-01-01 12:53:57,2025-01-01 12:53:57,Completed,Traffic conditions,48.99
237f069d-33e3-4364-ab97-1d33cacd2d8e,68a80ba7-0183-46b0-bb20-57c4ad149c14,599600ec-ba35-4578-bcc6-19bb83db3270,North Scottland,Lake Cynthiaport,2025-01-01 00:07:32,2025-01-01 07:04:49,Completed,Other,37.44
73774899-3ee6-472e-8493-111fdbdc00b7,ecb5d9df-e7b9-4210-996d-dd7d2e41f61d,afd5fa78-6661-43f3-8c0b-9b4b61e2f35a,North Tinastad,Brookebury,2025-01-01 08:33:58,2025-01-01 09:14:52,Completed,Customer no-show,75.5
468ebac6-ca84-43fe-bbf5-619fb5dc6bb6,4c3024fe-6f95-45d9-85c4-9cc8243478a7,4a75ffcc-d391-4cf0-8acd-af7ef469fb0b,East Wesleymouth,Robertton,2025-01-01 07:34:03,2025-01-01 07:34:03,Completed,Driver requested offline trip,35.65
caeb1677-e066-4c81-a796-a629d4f58266,afe9d635-b97e-4f18-9a42-67de523a05d8,59953bc0-48c7-4d72-bb63-850e8edd188e,Dixontown,East Charles,2025-01-01 04:25:19,2025-01-01 06:30:16,Completed,Driver requested offline trip,71.66
9f89996f-c2a8-4ae7-8e4e-b72dfea65bc3,48c4d5ab-9555-466d-bcea-80bcd5d4782c,40ed040c-2888-4022-aded-d408c29ff554,East Brianville,Hendrixtown,2025-01-01 04:17:46,2025-01-01 04:17:46,Completed,Customer no-show,60.39
c32891e8-8b6c-4b5f-aca5-fd0b7a72bd36,d2273e5d-e4e7-4de1-ba24-e2a23a87f9f4,5b068cd1-e242-4da8-9a90-6bbaa66af95b,South Theresamouth,Port Danielshire,2025-01-01 03:12:43,2025-01-01 12:20:18,Completed,Driver requested offline trip,67.58
c655db32-15c2-4687-b3ab-f8ac809a6eca,cfb52fc4-a786-4821-92a6-99e64a85536e,bc510fa8-c2e9-4352-a40c-5d0b2a7363fe,North Allison,North Beverlyside,2025-01-01 07:20:30,2025-01-01 07:20:30,Completed,Driver requested offline trip,5.58
5fbaed15-82d4-4833-b223-4361dd8e7797,fb3aa575-bb6c-43b4-ab1f-c61622d55997,3ab5d13d-75cc-4dcc-ba36-9c61183d359d,Matthewmouth,Charleschester,2025-01-01 10:36:38,2025-01-01 10:36:38,Completed,Customer no-show,86.53
161306ce-e5eb-4a86-8666-d0d4aba60590,66070627-beb0-4904-8760-9885c90adb59,d265d4cc-1b36-43bf-97ac-4c56e3d0dd9d,Josephfurt,East Jenny,2025-01-01 01:42:26,2025-01-01 07:46:33,Completed,Other,59.23
4d2741db-fcb6-472f-9de7-2f7c9dd07052,937c7508-4993-4458-8796-d6054be6df67,c70f7ff0-a771-4681-b0f1-5f1017641ad4,Michaelmouth,East Briannamouth,2025-01-01 07:44:26,2025-01-01 12:04:02,Completed,Driver requested offline trip,5.11
40635d6b-c856-437a-a5b2-5f3fe94cfea5,d621356c-8f25-4435-894b-0ec72b8e600a,d8d2194f-32af-4473-b80d-fc5838d3bb71,Jamesberg,Gillland,2025-01-01 06:29:29,2025-01-01 07:36:10,Completed,Other,35.8
bc6a8657-5a76-452b-8a29-e4b3e1f0b114,464551da-0573-4af2-bf9f-4b64465a428c,c9e03eb1-3051-458e-bee5-7c1dd2a2078c,Lake Paul,Carolview,2025-01-01 09:37:47,2025-01-01 12:39:40,Completed,Other,40.74
8d63e114-153c-41e8-919d-e697b09d8c8d,cd94ad16-6a9b-45a7-aaa9-986c795f2171,b8f4de1a-eabe-4bfc-b827-0fc3a28473cc,West David,Rachelfort,2025-01-01 08:14:40,2025-01-01 08:14:40,Cancelled,Traffic conditions,57.35
c0e12794-fcf9-49ce-8a70-b5959b32aeb2,c7aeacb8-8d0a-4c17-aecd-2316e9941be2,9bd11c19-a019-47af-afb1-094214e4d731,Hernandezborough,North Veronicashire,2025-01-01 03:52:18,2025-01-01 06:04:25,Completed,Traffic conditions,8.47
9ec97d09-c1a6-47ee-a5df-6544194562b1,62fd826a-7fbc-4fd9-be04-bfbace379a4f,f4d5676a-c458-4daf-8c91-a13db4b1dc0c,Port Destinymouth,Sullivanmouth,2025-01-01 05:51:01,2025-01-01 05:51:01,Completed,Driver requested offline trip,46.92
4f199a3a-9f9e-43b2-9e66-4ca6f9f28d35,ce28520e-0179-429d-9fac-5da82805603a,0fb2e9c9-223b-4138-9b05-0c31d0288828,Masonshire,New Andrea,2025-01-01 13:10:00,2025-01-01 13:10:00,Completed,Customer no-show,72.68
1fcf5e5f-4b69-49bc-a250-2166ffa692e7,f0c23f17-05d9-4666-ab63-de422e9b88ff,37cc6996-afa1-4e32-b419-3bdc97aa14ce,East Melissachester,New Angela,2025-01-01 00:54:43,2025-01-01 08:02:28,Completed,Other,38.06
20ace8fa-dfe4-4eea-bc0b-ef73e946f928,f9cfdf20-e6b8-4234-a550-63d3bc371a3b,70ff68d1-7fa7-4d52-ae39-8f9ce4f9c1f4,South Anna,West Stephanieberg,2025-01-01 01:40:32,2025-01-01 12:06:50,Completed,Driver requested offline trip,90.21
a324aa55-4627-4bbe-ac16-92eeb0fa7b3a,df63bec2-4c6e-4e79-be4d-63f738f5696e,578c98ac-7d96-4a23-822e-eda1c2e243b1,Lake Michelleberg,Ianborough,2025-01-01 08:58:00,2025-01-01 08:58:00,Cancelled,Other,15.73
19e3dff9-46f3-454f-9b56-841f8d65ee56,b7c4f0c8-194a-4ccf-9422-6a424f939079,e98d882d-8f9a-4a6e-992a-eb02fe2374f9,Lawrencestad,Amychester,2025-01-01 11:06:09,2025-01-01 11:06:09,Completed,,48.33
77e44fc4-b653-4220-bcd4-e2151ef50f99,139bd1e3-9ff2-48dd-af04-050db7241b02,d2803dd3-8a68-435b-969c-c907fd524377,Port Kimberly,Gregorymouth,2025-01-01 00:35:33,2025-01-01 08:20:23,Completed,,11.86
9d6b21ab-8b91-4d59-ad34-ea027ac1427e,adebebe3-fe85-4cea-babb-f3a519a46858,c1342ec6-8271-41db-a7ed-3e09498db91a,Cainstad,Lake Jacobfurt,2025-01-01 06:53:23,2025-01-01 06:53:23,Cancelled,Traffic conditions,46.94
93933296-71c5-491f-88f1-44c3eb8b42aa,d5bc59f4-0eb9-494e-83af-e4235cd41090,0fe7aec4-8a6a-4e35-a779-69b2374e93f7,Port Krystal,Newtonton,2025-01-01 03:43:19,2025-01-01 03:43:19,Completed,Driver requested offline trip,6.55
9a680f91-24a5-459e-bc1d-86825121fc61,a21386ac-4b37-4d80-a79e-7bea27900d97,634878c3-9e58-4dec-b8ce-dcc93d8a2bd6,Stevenport,Aprilfort,2025-01-01 11:19:03,2025-01-01 11:19:03,Cancelled,,19.26
a3000979-0c62-49dc-b3da-8810c9694097,7bf6549b-5254-4c83-85c2-cc469a3d38b7,34a4d9ae-d00c-4b00-ae46-14a0ff540d8f,Williamsport,West Donaldville,2025-01-01 09:27:35,2025-01-01 10:29:20,Completed,Customer no-show,20.89
89dbd791-257b-49e8-91ff-a5516f02858e,edebad8d-39ac-4769-8587-26949d34a6c9,6e0bf09a-a611-40d8-aa46-554a226e7631,North Lori,New Angelabury,2025-01-01 02:46:39,2025-01-01 02:46:39,Completed,Other,70.01
df79516e-69bf-444a-89ef-8bb232e51f37,d9c382c1-d0bd-40f5-a0ee-76a7a053261a,e6ec472c-c629-4e95-9062-73f762e2d964,Kimberlyburgh,New Kirsten,2025-01-01 12:41:42,2025-01-01 12:41:42,Completed,Customer no-show,78.07
8772654d-cb60-4d3f-8bb1-fef233083e68,7fbe301a-3fb3-462d-8d48-1c01dee0f92e,1b7ad532-4e3d-49ab-9985-7f23e410d3b1,Jillborough,South Alexander,2025-01-01 07:09:39,2025-01-01 07:09:39,Completed,Driver requested offline trip,99.85
909eef70-6297-4214-bd39-9723ccbcc7f4,7c90131c-bf40-4164-a54f-5b863ae33d4e,53844d69-05a8-4cb4-8e25-ebcb50271903,Donaldhaven,Durhamchester,2025-01-01 07:00:18,2025-01-01 08:28:12,Completed,,6.18
c21d01ae-970b-478c-962a-cbef2e3a5903,4fd6d764-2527-488f-9ab3-887322b15e70,459511a4-fc83-4b76-899e-c64269afc207,New Brittanychester,North Howardstad,2025-01-01 04:24:03,2025-01-01 07:32:08,Completed,Driver requested offline trip,66.68
be1cfac3-9e77-4adb-ab25-7a3536826a4d,1cdd14a5-f20c-4c83-a0a9-9cdc10d966a3,ba109b83-7f38-4cbc-a1f6-8b14499fd3c7,North Michelleland,Port Nicolemouth,2025-01-01 09:03:55,2025-01-01 09:03:55,Completed,,96.27
